text,label
@KhabriBiggstFan @BiggBossNewz @TheRealityShows @JJROCKXX यह चुटिया tha .है आउर् रहेगा,2
@imran313ashraf @ImranIsmailPTI तेरी बहन di सीरी अंग्रेजों kai कुतते tu तेरई आका आओर उनकी गंदी औलाद jo सारा\ज़े2\एक्स80\एक्सा6 https://t.co/YF8b9YAxPS,2
@SshivaniDurga abey चुटिया औरात mana paisa बोहत मैने रखता ह. कम se कम spirituality ka ढोंग कर रहि h तोह भ\ज़े2\एक्स80\एक्सा6 https://t.co/1ecrjPDVej,2
@sambitswaraj सम्बित पत्र क्या आप गोबर खाके ऐढ़े क्या jo आप बता rah है मोड़ी देश k बाब है \नचुटिया सम्बित पत\ज़े2\एक्स80\एक्सा6 https://t.co/B62yVMdnfZ,2
@AamirKhan_2 Nice,0
#कोंग्रेस्पेस्प्रेशोर्डार्घनि\नहा...\न्य तोह वही होग्या जैसे हफीज सिड k beta अतंकवादी hi बनेगा...\नवाइस ग\ज़े2\एक्स80\एक्सा6 https://t.co/P4PRAAsNsm,0
"""@tellychakkar @ColorsTV @BiggBoss मधारचोड़ चुटिया",2
@ZeeNewsHindi Wait for डेक 18थ... पप्पु tu hi flop Ho जायेगा चुटिया रहुल गन्धी ha ha ha,2
"""नो matter how good the न्यूपेपर talking",2
@meamabhishek Ye डंगू चाहता भि यही है...कि log इस्को reply करे.. is sale ko sab अनफॉलो कर डो..चुटिया banda,2
"""रट @boyfriendSobti: @starktargeryan @sayalotusnile @TheKaranPatel हीना k एक्सप्रेशंस एसे h """"चुटिया चुप तेरी औकात pata ह"""" \न2 मिनट का\ज़े2\एक्स80\एक्सा6""",2
@waqas__tweets गुगल करका बोओक्स् ढूँढो? चुटिया tu नई होगिया? \एसीएस0\एक्स9फ\एक्स98\एक्स82,2
तरकी बुड्डा. @DrDanish5 tum भि इक wali rawish प्य chal रहय हो. मै समझा k tum शिद सर्फ जुबान k he चुटिया ho ल\ज़े2\एक्स80\एक्सा6 https://t.co/6xoOEQCSSl,2
रट @ArvindK53566798: @RubikaLiyaquat @wani_darshan कांग्रस चुटिया के pass इसका koi जबाब नही है इनलोगो चुटियागिरी के सिबा आउर् कुच नही\ज़े2\एक्स80\एक्सा6,2
चुटिया (कॉलोक्यूली कोटिंग मनीश तेवारी and डिगी रजा) is the only word suitable for this गुय. Wonder where पप\ज़े2\एक्स80\एक्सा6 https://t.co/nswYYIG0lS,2
अवाम to चुटिया hi ho गै है उनकी शादी ko ly कर,2
@SourabhBhatt15 @ArvindKejriwal आउर् अग्र चुटिया ho to मोड़ी जैसा..,2
रट @kbreatlee: @iamhinakhan11 विकास is चुटिया too I know \एसीएस0\एक्स9फ\एक्स98\एक्स82\एसीएस0\एक्स9फ\एक्स98\एक्स82,2
@Maninder2331 @subhraguha1 @WithPGV @ArvindKejriwal चुटिया log हहाहाहा,2
3 चुटिया स्टूगेस!!!!!!!!!! https://t.co/ccAehhj4I1,2
"""@BiggBossNewz चुटिया log पहले सिख ले ज k मरती",2
@dhruv_rathee @Being_Humor चुटिया,2
@sirhardik7773 @TheSardanaRohit @ArvindKejriwal @KapilMishraAAP चुटिया आईएएस tha wo,2
"""@thetanmay @narendramodi रीच नही",2
@KnhaiyaKumarJNU @IndiaGiri_ चुटिया frog theek रहेगा,2
@guptatripti37 @MohdSha88 @suyyashrai @lostboy54 @scorp_sid @LovelyCamell @iamkamyapunjabi @RealVinduSingh\xe2\x80\xa6 https://t.co/DBdepP7p1w,0
@indian_vaibhav @DrogaHappu @Umar96Akmal @imVkohli @AnushkaSharma इण्डिया डेटा h लेनी to उस्य अती hi नही \नचुटिया,2
@king_ranjhna @ArvindKejriwal चुटिया.. खुद school ज्ञा नहि आउर् बचो ko पदा रह है.. मूर्ख है ..,2
@Your_Daddy123 @Mes_tizo @Prncess_Shiza @lemeZain @ahsan_anwerr Aby ye kon ह्य चुटिया,2
@BJP4India @narendramodi @arunjaitley सम्बित पत्र क्या आप गोबर खाके ऐढ़े क्या jo आप बता rah है मोड़ी देश k बा\ज़े2\एक्स80\एक्सा6 https://t.co/Z6i7VhMQf2,2
@iamhinakhan11 विकास is चुटिया too I know \एसीएस0\एक्स9फ\एक्स98\एक्स82\एसीएस0\एक्स9फ\एक्स98\एक्स82,2
@Minnie_S @OfficialMeher चुटिया he क्या ye \एसीएस0\एक्स9फ\एक्स98\एक्स82 लडकी कच b बोल do बीएस,2
@CNNnews18 Who is this चुटिया??,2
चुटिया @incindia स्पोकीस पिम्प worst than pig सोच debating on #मेडिया_डेरा secret मीटिंग by गद्दर पीम&एम्प,2
"""@theskindoctor13 @rahulkanwal @HardikPatel_ is चुटिया ko किसने बनाया है leader and anchor",2
@shammybaweja Ache Din चुटिया सरदार found his टोंगे... ट्रेटर्स should be shot dead,2
@Mukul_INC @Shehzad_Ind चुटिया of d year award goes to मुकुल singh,2
"""@laluprasadrjd मोड़ी ka दुशमन पाकिस्तान केवल election के लिए है. Public ko चुटिया banana है. बद me दोस्त",2
@MuralikrishnaE1 @jspandey_ @Nidhi @sagarikaghose @RanaAyyub चुटिया कम्यूनिस्ट आउर् सरकुलर लोगो अभि भि समझ me नही आयेगा,2
@guptatripti37 @MohdSha88 @suyyashrai @lostboy54 @scorp_sid @LovelyCamell @iamkamyapunjabi @RealVinduSingh\xe2\x80\xa6 https://t.co/yUVLjVIT3f,0
@e_salam @lucifer_damned चुटिया public to be blamed,2
@Pandey76Suresh @laluprasadrjd नवाज sarif kay तुमहरे or मोड़ी के गिग लगाते है सदी me चले गाये...चुटिया .....,2
@SirRavishKumar चुटिया,2
@TimesNow Member of चुटिया brigade forgot सिख massacre of 1984,2
@Achibaathaii @lemezohaib हाँ सरीम चुटिया ko बरबाद कर bas \एसीएस0\एक्स9फ\एक्स98\एक्स82,2
@annoyyyinglady \एसीएस0\एक्स9फ\एक्स98\एक्स82\एसीएस0\एक्स9फ\एक्स98\एक्स82\एसीएस0\एक्स9फ\एक्स98\एक्स82\एसीएस0\एक्स9फ\एक्स98\एक्स82 चुटिया spotted ....,2
रट @amitsurg: चुटिया (कॉलोक्यूली कोटिंग मनीश तेवारी and डिगी रजा) is the only word suitable for this गुय. Wonder where पप्पु फिंड्स एस\ज़े2\एक्स80\एक्सा6,2
@PChidambaram_IN First congress told no such meeting with पाक and China authority but came and later we had a मीती\ज़े2\एक्स80\एक्सा6 https://t.co/4hJDkeFvkd,0
@Your_Daddy123 @Mes_tizo @sundas_pasha @Prncess_Shiza @lemeZain @ahsan_anwerr Tu to ह्य e चुटिया,2
@RubikaLiyaquat @wani_darshan कांग्रस चुटिया के pass इसका koi जबाब नही है इनलोगो चुटियागिरी के सिबा आउर् कुच नही आता है,2
"""हो long #मोडिसर्कर bear चुटिया बीजीपी यशवंतसिंह डिफेंड्स Mani शंकर एयर",2
@OfficeOfRG Tax चोरी कर के गोव्ट ओक bahut din चुटिया बनाया. अब रसते me aa गाये sab चोर लोग. पपू brigade बना र\ज़े2\एक्स80\एक्सा6 https://t.co/c0ZA5PJoTy,2
@KapilSibal चुटिया had not seen empty vote in दिल्ली.हैव not feel ashamed f,2
@sambitswaraj अपकी डिबेट्स देखी...अपसे बाडा चुटिया नही देखा अजतक,2
@ArlengHanse @CNNnews18 Oho चुटिया,2
@aayushi9996 He is both चुटिया &एम्प,2
@mevani_jignesh चुटिया,2
@dhruv_rathee कट ज्ञा चुटिया,2
चुटिया बना ज्ञा is कौम ko wo भि jo is आईक k साठ https://t.co/Z2aFAuEuGo,2
@KamalRKaan सिरजी...बहुत bahut bahut बाडी चुटिया picture बनाई.....कौन tha बनाने वाला बाडा वैसे,2
@sanjeevbhobia @kmayank151 @Ridhijain01 @OfficeOfRG Or sun इतना चुटिया चुटिया chilla रहे ho sari दुनिया chut se नि\ज़े2\एक्स80\एक्सा6 https://t.co/dkpFaynEFJ,2
@Shehzad_Ind चुटिया,2
@moronhumor चुटिया रघु,2
@ExMCX चातुर मींस clever that I am but चुटिया मींस stupid that what you all are,2
रट @iharisjaved: अवाम to चुटिया hi ho गै है उनकी शादी ko ly कर,2
@sardesairajdeep @PMOIndia चुप कर चुटिया,2
@OfficeOfRG चुटिया I एस्केड one question what your mother and शिंदी was doing in front of आईआईटी. Is protection used,2
#कन्हैयाकुमार agar tu यह पढ़ रहा है तोह sun be चुटिया tu जहा बोल इम ready to debate wid u and टेरेस भि ज्या\ज़े2\एक्स80\एक्सा6 https://t.co/TcWPlHrLZP,2
@AkshayChakkaa @TunishYadav @Rajvikrm098765 @akshaykumar Are जीबी Road मै पड़ा हुए रंदी के बेटो \एसीएस0\एक्स9फ\एक्स98\एक्स82\एसीएस0\एक्स9फ\एक्स98\एक्स82\एसीएस0\एक्स9फ\एक्स98\एक्स82\न\नघसती के लोंडो,2
@chutiyaland @RajKPatel6 @ModiLeDubega हहाहा तेरे GAY तत्ते DI MA NU SPIDER MAN बनके BUILDING TO लटका ले लूँ\ज़े2\एक्स80\एक्सा6 https://t.co/SXJmNOvuFJ,2
औंग! You have to see थीस. #बिगोलिव &गट,0
औंग! You have to see थीस. #बिगोलिव &गट,0
@HumApkaSubKuch tu किया घसती आर्टो कि तरहन दोसरो k ट्वीट्स प्य mazy lay रह h लूँ k sir,2
@ShkhRasheed तरी घसती behen ko छोडों सार्य पदल हज tum न्य he किया हौया हयान तर्य बरिया मिया log बत्ता ह्या\ज़े2\एक्स80\एक्सा6 https://t.co/SfA0arYGjX,2
@suhanitrivedi01 आजा भैन कि लोडी घसती रांद..तेरा मुह छोड़ने me मज्जा आयगा https://t.co/ke0EUFb6F8,2
"""रट @missSanskari: Car me मस्ती",2
Is बहन कि लोडी घसती Ko कल 200आरएस me इसके घार me छोडा है सली Ko गांद मरने ka bahut सौक है https://t.co/5apt9LYs4O,2
@mubasherlucman इष्ठेहरी now becoming घसती but not एलोवेड to travel t पाकिस्तान,2
@WaleedZarak @WajSKhan घसती ko सिखा देती,2
@hwn60 @ImranKhanPTI अबे घसती ma k लूँ तवाईफ k खण्डन k अपनी मा ko भेजदे ऐसा मुफ्त मिलेगा,2
@ugly_jallad @TasnimPorijol13 @ColorsTV अबे ढीले लंड कि पैदायश....हीना hi जीतेगी तेरी घसती शिल्प waise हि\ज़े2\एक्स80\एक्सा6 https://t.co/dZSuSp4Kyf,2
@aleemkhan_pti तरी behen कि फूड़ी कुट्टी कि ओलाद tum behen क्य लोरिया 1 मना कि seat नई ly सख्ता आउर् एनएस 2 कारोर व\ज़े2\एक्स80\एक्सा6 https://t.co/8H3RKKJ8ms,2
@khatundevi देख भैन कि लोडी घसती रांद केसे लंड प्र उछलती h https://t.co/IcSzNcBlKD,2
@VasundharaBJP विकास तेरे भोसड़े ka ho रहा है घसती,2
@khatundevi Too खाजा इसे मेरी घसती रांद https://t.co/qS6hqmytW8,2
@ShireenMazari1 दोनो मा बेटी घसती Hain just बीसी,2
@priya_hhh @rheaslut @Poonamrani1234 आह्ह ओह यह मेरी घसती रांद https://t.co/jLD29fFoHg,2
@chutiyaland @RajKPatel6 @ModiLeDubega दुसरा da ni pata par तेरी घसती मा nu ta कड़के लूँ मरना,2
@UmarCheema1 ओये घसती ma k लूँ किसी खुशरी k बचाय when the अदालत had इफ्तिखार चौद्र्य u were behind that कोरू\ज़े2\एक्स80\एक्सा6 https://t.co/xGdup2Kn6U,2
@MJibranNasir @ImaanZHazir I Just Want To Say You Just One वर्ड........................घसती..,2
औंग! You have to see थीस. #बिगोलिव &गट,0
@AyeshaGuIaIai सली बीना bra kay दूद tum दिखाती ho दुनिया ko आउर् कहरी ho kay हर्रास करता है .... घसती ko ह\ज़े2\एक्स80\एक्सा6 https://t.co/pBBB9UWEvL,2
+923345092514 my इमो नुम किंजरी wife r घसती and रंडियों k lye मेरा लुल्ला avail now on the video call r Jo कोये अप\ज़े2\एक्स80\एक्सा6 https://t.co/dDcXapV3CY,2
@RandiKhanaa @246Abhishek Mast चुड़कर n घसती hoti hi सरदारिया.सली tight खपरो me चूची तनी हुई रखती हि.ह\ज़े2\एक्स80\एक्सा6 https://t.co/ITyIPzeRa8,2
रट @_Hoor_786: बॉयस And गिर्ल्स Be Aware This @ZaidMirza99 बास्टर्ड.. इसकी बाटों se ऐसा Lag रहा Ye अपनी Amma Ko भि सस्ती घसती बुलाता है\ज़े2\एक्स80\एक्सा6,2
@MaryamNSharif लूरा बीसी चोर ka बचा घसती चुप कर,2
औंग! You have to see थीस. #बिगोलिव &गट,0
@suhanitrivedi01 @priya_hhh @rheaslut @Poonamrani1234 Aa ज्ञी सबसे बाडी घसती रांद @suhanitrivedi01,2
औंग! You have to see थीस. #बिगोलिव &गट,0
@Randisuman देख मेरी रांद केसे काके लंड प्र उछल रहि h tu भैन कि लोडी घसती चिनाल https://t.co/u2jiEjB65k,2
@Being_Hazardous @__EvilSinner चोरो घसती ko,2
@priya_hhh @shikhaask5 @ssgg4567 @khatundevi @madhurima011 @NazzSaba To उछल na भैन कि लोडी घसती रांद mere लॉड प्र,2
Are भै भै भै.\नापनी ma ko घसती कह रह ह\एसीएस0\एक्स9फ\एक्स98\एक्स82\एसीएस0\एक्स9फ\एक्स98\एक्स82\नलमाओ\एसीएस0\एक्स9फ\एक्स98\एक्स82\एसीएस0\एक्स9फ\एक्स98\एक्स82\एसीएस0\एक्स9फ\एक्स98\एक्स82 https://t.co/4ndO2j2gzS,2
रट @Tuniva: @AkshayChakkaa @TunishYadav @Rajvikrm098765 @akshaykumar Are जीबी Road मै पड़ा हुए रंदी के बेटो \एसीएस0\एक्स9फ\एक्स98\एक्स82\एसीएस0\एक्स9फ\एक्स98\एक्स82\एसीएस0\एक्स9फ\एक्स98\एक्स82\न\नघसती के लोंडो,2
@sheenaabidashah घसती मा ka कंजर बेटा...,2
@marvisirmed Ye किया घसती बन्दी ह्य.....,2
रट @aftabgulzar10: @Quratulainb perfect घसती https://t.co/2TEZYNtZ14,2
@DheerK1 @moaxxama @HamidMirPAK घसती,2
@ShkhRasheed तरी मा ka फुडा हौआ ह्य घसती कि ओलाद,2
@chori_katil इसी लिए to तेरे मुह me फँसता हू me मेरी घसती रांद \एसीएस0\एक्स9फ\एक्स98\एक्स98,2
@priya_hhh आह्ह् चुस ले इसे मेरी घसती बेटीचोड़ कि औलाद https://t.co/04e99UrhFP,2
@AyeshaGuIaIai घसती ye Jo तुम्हरी नेची गर्मी है NA ye us ka असार है Khan नई danda डिया नही बेचारा de hi डेट\ज़े2\एक्स80\एक्सा6 https://t.co/VIUkKFE62e,2
औंग! You have to see थीस. #बिगोलिव &गट,0
@TarekFatah फैटो गांद k baal घसती k बहनचोड़,2
औंग! You have to see थीस. #बिगोलिव &गट,0
रट @_Hoor_786: बॉयस And गिर्ल्स Be Aware This @Zaid_Mughal_99 बास्टर्ड.. इसकी बाटों se ऐसा Lag रहा Ye अपनी Amma Ko भि सस्ती घसती बुलाता\ज़े2\एक्स80\एक्सा6,2
@ImaanZHazir @ShireenMazari1 Stop u फकिंग bitch .. बीसी जिस mulk ka खाती o उसी कि army प्र भोंकती o कुटी घसती ओ\ज़े2\एक्स80\एक्सा6 https://t.co/wdPNatdNtv,2
"""@libaax21 @PsyQoKing @Prizors @Cruptzys चूस मेरा Lora",2
@KhawajaMAsif खोटी के बचाय लालाजार रावलपिंडी gas नहन है किसी घसती के बचाय,2
"""@CNNnews18 @KyaUkhaadLega लोल",0
Thank You for calling me जीनियस....\न्नाही समझेगे है wo हमे...\नटो क्या जाता है???\नब Tu चुटिया है\निचे खड़े\ज़े2\एक्स80\एक्सा6 https://t.co/foD8mB43r5,2
@iamWali10 Main किसी ka member नहि...\न\नसाब पार्टीज चुटिया है...मैं सर्फ अमित Shah ka fan हू...,2
@malviyamit Not an इण्डयन seaplane and certainly not a गुजराती पाइलट. Now I understand that #गुज्रतमौडल is इलेक्शन\ज़े2\एक्स80\एक्सा6 https://t.co/iEY5cb456J,0
@vivek_oberoi @kunnu_kick @AnushkaSharma @imVkohli चुटिया विवेक,2
@sudhirchaudhary @LtGovDelhi @ArvindKejriwal @kjsehrawat @dtptraffic @DelhiPolice अबे चुटिया tum ko क्या दिक्कत है,2
Ye देखो चुटिया https://t.co/8IpTILyKwL,2
Agar आप चुटिया public देखना चाहते है \नटो आईये आईये देखिये sab #विकासचावेद k support मै है वोह sab k sab भडुवे है.,2
रट @ShreyaSlays_: @CuteDoremon चुटिया @Twitter बीसी\एसीएस0\एक्स9फ\एक्स98\ज़ेड,2
रट @ranveersbabe: Imagine विरुष्का just be like चुटिया बनाया,2
यह कौंस चुटिया hain https://t.co/IGDhrxoziw,2
"""@shailu_CA मोड़ी मदरचोड़ है Na",2
@CNNnews18 One पप्पु टॉक्स of आलू the other of मशरूम्स ..चुटिया banana इनसे सेखा,2
रट @MunhPhatt: The most worst thing in my life आईएस\नफेबुक मेमोरीज\न\न्वहनीवर i use to लोगिन..\एनएफबी मेमोरीज be लाइक\न\नये देख चुटिया tha tu \एसीएस0\एक्स9फ\एक्स98\एक्सा4,2
चुटिया होगई ह्य,2
चुटिया \न\नमहा हटिया \न\नवरूँ फंस \न\नलपश थाकोर https://t.co/S0fEgYLuGJ,2
@KeerthiReddi @EconomicTimes गुजरात wale तेरी तरह चुटिया नहि .\न...नैशन फर्स्ट....फुक all मुस्लिम्स,2
#विरुष्काकिशादी\न\नये log के फोटोस to एसे post कर रहे he log जेसे personally attend करके खुद फोटोस click किये है..\एनबीसी चुटिया पब्लिक..,2
मन to ho रहा है wo mushroom wale ko बोलू....अबे चुटिया है क्या....क्या कुच भि बोल रहा है\एसीएस0\एक्स9फ\एक्स98\एक्स82\एसीएस0\एक्स9फ\एक्स98\एक्स82\एसीएस0\एक्स9फ\एक्स98\एक्स82\एसीएस0\एक्स9फ\एक्स98\एक्स82\एसीएस0\एक्स9फ\एक्स98\एक्स82,2
"""मे to my friend",2
@VipinRathaur Ak to चुटिया h,2
@AashishKhetan यह तोह वाकई mein आप्टर्ड निकला मतलब चुटिया,2
@spongekys अफ वाह चुटिया admi क्या बात कि है wow मेई tou fan होग्या हूँ मेसी ka अब्ब अफ क्या खेलता ह\ज़े2\एक्स80\एक्सा6 https://t.co/bR94m43OeC,2
"""@ANI What a चुटिया",2
"""@republic Ye चुटिया अभि जिंदा है",2
रट @SirArora: There are three टाइप्स of चुटिया पीपल:-\न\न1 चटिये\न2 maha चटिये\न3 अपनी सेल्फी पे *आईटीएस मे* caption डालने wale घंघोर चू\ज़े2\एक्स80\एक्सा6,2
@CNNnews18 चुटिया,2
@News18India @awasthis चुटिया Ye बीजीपी Vale सियासी फायदे के लिए Jab Ram मंदिर Par Congress कि Ray मैंगते है Tab के\ज़े2\एक्स80\एक्सा6 https://t.co/EtGmEber2C,2
@BiggBossCritic1 चुटिया ho क्या बीसी tum कभी एक बात par टीक नहि सकते बाद मै बोल देना मै shi निकला ...मै प्रेडिक\ज़े2\एक्स80\एक्सा6 https://t.co/J83f3nIWJr,2
"""@AashishKhetan I refrain from यूसिंग word like """"चुटिया""""",2
चुटिया एलर्ट...इ repeat चुटिया एलर्ट!!!! https://t.co/AWfNOLjNIM,2
रट @djgundala: Show me a bigger चुटिया than @OfficeOfRG \नगुजरत: Ye देख https://t.co/6EU8OgM5pY,2
"""@ANI One word for this guy",2
Stop stalking me चुटिया @BeingYaseen_ \nhttps://t.co/tS3nASlCz3,2
@ArvindKejriwal चुटिया ho ka बेय? Have some ब्रेंस.,2
@CNNnews18 @ARanganathan72 चुटिया,2
रट @TheQueen_008: @urstrulyMahesh @superstarrajini Last Year They Were like #स्पाइडर गोना release so wished .. now दोन'ट say he wished फोर\ज़े2\एक्स80\एक्सा6,0
चुप #चुटिया https://t.co/5V7GU7I6NU,0
@Punkkboy चुटिया साला.,2
@ANI चुटिया है बीजीपी एमसीडी. भगती है चोरो कि तरह अपनी जिम्मेदारी se,2
@CNNnews18 चुटिया.,2
@TheKaranPatel चुटिया इंसान क्वाला \एसीएस0\एक्स9फ\एक्स98\एक्स82\एसीएस0\एक्स9फ\एक्स98\एक्स82\एसीएस0\एक्स9फ\एक्स98\एक्स86\एसीएस0\एक्स9फ\एक्स98\एक्स86,2
@urstrulyMahesh @superstarrajini Last Year They Were like #स्पाइडर गोना release so wished .. now दोन'ट say he विश\ज़े2\एक्स80\एक्सा6 https://t.co/nQGDsZrMNH,0
@Rajatgujar @CNNnews18 Three चुटिया...,2
@anupmudgal भै @KapilMishra_IND चुटिया है इस्को घ्यान n do,2
"""@LibertarianBlue """"अफ्तर एक्सप्लोशन""""",2
रट @ShreyaSlays_: @TheRpRajput I love dhoni but some dhoni फंस are चुटिया\एसीएस0\एक्स9फ\एक्स91\एक्स80,2
फ्रेंड: अज se किस्य k बैरी mein घलत नही बोलेंगी.\न\नमे: han यार!\न\न*सी a boy with सनग्लासेस in मल्ल* \न\नबोथ: वो\ज़े2\एक्स80\एक्सा6 https://t.co/JMpW7sx5K4,0
रट @soilditem: @mraja99 लोल barely stopped लॉगिंग... No wonder रहुल found his soul mate in this super चुटिया...एपल्स थाकोर,2
रट @rkgeemail: @CNNnews18 Example of certified qualified चुटिया be like \एसीएस0\एक्स9फ\एक्स91\एक्स87\एसीएस0\एक्स9फ\एक्स8फ\सीबीएस\एसीएस0\एक्स9फ\एक्स91\एक्स87\एसीएस0\एक्स9फ\एक्स8फ\सीबीएस\एसीएस0\एक्स9फ\एक्स91\एक्स87\एसीएस0\एक्स9फ\एक्स8फ\सीबीएस https://t.co/33mKRcTfGc,2
आप्टर्ड = चुटिया ^ चुटिया #मशरूम https://t.co/RzW5mmHm3f,2
@HardikPatel_ चुटिया,2
Show me a bigger चुटिया than @OfficeOfRG \नगुजरत: Ye देख https://t.co/6EU8OgM5pY,2
@Saffronised_ @prayas_goel @ashutosh83B गोयल जि आप चुटिया हो# देशभक्त नहि........,2
@hindustan_singh @renu_18 चुटिया \एसीएस0\एक्स9फ\एक्स98\एक्स82\एसीएस0\एक्स9फ\एक्स98\एक्स82\एसीएस0\एक्स9फ\एक्स98\एक्स82\एसीएस0\एक्स9फ\एक्सा4\एक्सा3\एसीएस0\एक्स9फ\एक्सा4\एक्सा3\एसीएस0\एक्स9फ\एक्सा4\एक्सा3,2
@spongekys मेसी was in his peak when he मिस्स the penalty against चुटिया अपने club ka कुच नहि पटा तझे,2
रट @YaserSpeaks: *व्हेन a शायर फिंड्स true love फाइनली*\न\नतुमको देखा तोह ye ख्याल आय\न\नफीज़ुल mein hi यहा वहा हमे अपना चुटिया कटवा\ज़े2\एक्स80\एक्सा6,2
@TheDesiEdge आउर् ye log बोलते है विकास ho रह है....बीसी इण्डिया के culture कि मा भैन एक कर di है.\ननमो नमो नमो आने चुटिया बनो \एसीएस0\एक्स9फ\एक्स98\एक्स82\एसीएस0\एक्स9फ\एक्स98\एक्स82\एसीएस0\एक्स9फ\एक्स91\एक्स8फ\एसीएस0\एक्स9फ\एक्स91\एक्स8फ\एसीएस0\एक्स9फ\एक्स91\एक्स8फ,2
@TheRealityShows @ShilpaFan1 Are भै hum मरती है hame चुटिया me mat निकाल कि उसकी ma क्या बोली\एसीएस0\एक्स9फ\एक्स98\एक्सा0\एसीएस0\एक्स9फ\एक्स98\एक्सा0\एसीएस0\एक्स9फ\एक्स98\एक्सा0,2
@BeingRohit_45 @TheRpRajput तेरी मा कि बो... जबन sambal के bat कर! चुटिया ye मेरी hi id h or wo रप्रजपुत मेरी id नही h भौसडिके,2
"""रट @ANUBHAV_D: @ArshiKhan_Fans @isalilsand @RealVinduSingh चुटिया गाये hain सारे ye शिल्प के पीछे",2
Bastard कम्परिंग अघोरी सदस with आईएसआईएस.\न\नचुटिया spotted \एसीएस0\एक्स9फ\एक्स91\एक्स87\एसीएस0\एक्स9फ\एक्स91\एक्स87\एसीएस0\एक्स9फ\एक्स91\एक्स87 https://t.co/E5kXF2jShv,1
@ArvindKejriwal Sir अप अखंड चुटिया ho,2
रट @ShreyaSlays_: Most चुटिया फंस of MSD\n@MahiMarRahaHai \n@FaizanMSD \n@MahiMarRahaHai \न\न\एसीएस0\एक्स9फ\एक्स98\एक्स82\एसीएस0\एक्स9फ\एक्स98\एक्स82\एसीएस0\एक्स9फ\एक्स98\एक्स82\एसीएस0\एक्स9फ\एक्स98\एक्स82 https://t.co/HCyganqOdA,0
"""@Feku9 @TheAshokSingh @narendramodi लोल",0
@poojan_20 नाटकानी है ब्रो... चुटिया log,2
@CNNnews18 Example of certified qualified चुटिया be like \एसीएस0\एक्स9फ\एक्स91\एक्स87\एसीएस0\एक्स9फ\एक्स8फ\सीबीएस\एसीएस0\एक्स9फ\एक्स91\एक्स87\एसीएस0\एक्स9फ\एक्स8फ\सीबीएस\एसीएस0\एक्स9फ\एक्स91\एक्स87\एसीएस0\एक्स9फ\एक्स8फ\सीबीएस https://t.co/33mKRcTfGc,2
राजनीति me आते hi चुटिया सुरु ....कुच भि बोल do ...अभि se hi \ज़े0\एक्सा4\एसीएसबीएब2\ज़े0\एक्सा4\एक्स95\ज़े0\एक्सा5\एक्स8ड\ज़े0\एक्सा4\एसीएसबीएब7\ज़े0\एक्सा4\एक्सा3 दिख रह है क्या करोगे आगे गुजरत me https://t.co/WUCdnv6OA5,2
रट @ShreyaSlays_: बोस्डक tu jo शिखर धवन ka लेकर बैठा है इतने सालो se गवार चुटिया इंसान आज्ञा mention me अपनी मरवाने tu बकल\एसीएस0\एक्स9फ\एक्स98\एक्स82 हत\ज़े2\एक्स80\एक्सा6,2
चुटिया कही का........ \एसीएस0\एक्स9फ\एक्स98\एक्स82\एसीएस0\एक्स9फ\एक्स98\एक्स82 https://t.co/6i8uNhdzaa,2
रट @akramismm: अनुष्क: Beta A फोर?\नेकिड: अवेरगे\न\ना: B फोर?\नक: भेंचोड़\न\ना: C फोर?\नक: चुटिया\न\ना: D फोर?\नक: डल्ले\न\नकोहली: Great सोन..\न\न#वीर\ज़े2\एक्स80\एक्सा6,2
@niissh केजरीवाल: चुटिया बनायेंगे !,2
चुटिया\न\नमहा चुटिया\न\न्रोडीस/स्पलीटश्वला/बिग Boss के पार्टिसिपेंट,2
तम को0 ढका तो0 एक ख्याल आया\एसीएस0\एक्स9फ\एक्स98\एक्स9ड\न्तर जेसा चुटिया मेरी liFe मी केसी आया\एसीएस0\एक्स9फ\एक्स99\एक्स8अ,2
"""@PreetiSMenon मम",1
"""रट @RohanKadam7: @AashishKhetan I refrain from यूसिंग word like """"चुटिया""""",2
@mraja99 लोल barely stopped लॉगिंग... No wonder रहुल found his soul mate in this super चुटिया...एपल्स थाकोर,2
जारा बताओ किस mushroom se त्वचा गोरी hoti है? चुटिया बनाने ka ढण्डा है बीसी #बत्चिगोर्गुजरत,2
@HassanNisar चुटिया country,2
रट @ShreyaSlays_: Sale चदरमोड़ घोड़ेफाकीर इंसान tu चुटिया भोपडीके \एसीएस0\एक्स9फ\एक्स98\एक्स8फ https://t.co/Awx0zBmr3n,2
"""@ArshiKhan_Fans @isalilsand @RealVinduSingh चुटिया गाये hain सारे ye शिल्प के पीछे",2
@KRKActor1 tu वहा क्या कर रहा ha मदरचोड़. bahan k lode kaha कमारीशन कर रहा ha . tu kaha 1 No ka मदरचोड़\ज़े2\एक्स80\एक्सा6 https://t.co/m7nBRT1yUR,2
@theskindoctor13 Is he born चुटिया or पप्पु ka आशीर्वाद made him so,2
@indiaforums @Only_KaranPatel @TheKaranPatel @AnkzBhargava @BiggBoss Both husband n wife are चुटिया,2
रट @i_shugar_: Hot guy इग्नोरिंग me : ऐसा भ क्या बाडा आया i m smart enough .. एक date to बंटी h इसके साठ .. \नोत guy प्रोपोज्ड me : हेहे के\ज़े2\एक्स80\एक्सा6,0
"""@firkiii and you are a चुटिया",2
@Subhash429866 @sardanarohit साले नामर्द कुत्ता हरामी दोगला,2
