text,label
"['9', 'साल', 'किया', 'है', 'भै', 'तेरे', 'Ram', 'भगवन', 'ne', 'to', '6', 'Sal', 'कि', 'सीता', 'ka', 'rape', 'किया', 'tha', 'रामायन', 'ka', 'अरणिया', 'खण्ड', 'कभी', 'पढ़', 'लेना']",yes
"['Logic', 'चुट्टी', 'अपनी', 'जगह', 'है', 'or', 'hate', 'अपनी']",no
"['पुनीश', 'is', 'really', 'very', 'bad', 'person', 'इंसानियत', 'hain', 'hi', 'नही', 'उसमे', 'विकास', 'ne', 'उस्को', 'यहा', 'तक', 'लाया', 'varna', 'वो', 'कब', 'ka', 'eliminate', 'ho', 'जता', 'हितें', 'के', 'जगे', 'वोह', 'जता', 'hate', 'him', 'लॉस्टबॉय54', 'विकासगुप्ताफ्तव']",no
"['Rape', 'तोह', 'Tum', 'जानती', 'ho', 'Sab', 'se', 'जड़ा', 'पोर्किस्तान', 'mein', 'होता', 'है', 'बाप', 'अपनी', 'बेटी', 'Ka', 'Beta', 'ami', 'ka', 'and', 'यह', 'sab', 'एलोवेड', 'है', 'Tum', 'खुद', 'जानती', 'ho', 'Tum', 'कितनी', 'baar', 'so', 'चुकी', 'ho', 'अब्बा', 'के', 'साठ', 'पोर्की', 'ho', 'या', 'rape', 'या', 'terrorism', 'आउर्', 'कुच', 'है', 'करने', 'ko', 'तुम्हारे', 'नीच', 'देश', 'mein']",yes
"['तोह', 'tu', 'महाभारत', 'q', 'पढ़', 'रहा', 'hain', 'करन', 'पढ़', 'अल्लाह', 'chilla', 'आउर्', 'मार', 'de', 'hum', 'लोगो', 'ko', 'आउर्', 'rapist', 'जेसा', '9', 'saL', 'कि', 'लडकियों', 'se', 'rape', 'कर']",yes
"['U', 'might', 'वन्ना', 'die', 'Coz', 'पोर्की', 'कैन’ट', 'even', 'get', 'well', 'पोर्की', 'पना', 'आउर्', 'terrorism', 'तुम्हारे', 'core', 'mein', 'है', 'Tum', 'log', 'हर', 'जगा', 'innocent', 'ko', 'kill', 'कर', 'रहे', 'ho', 'So', 'प्लज', 'मरजाओ', 'आउर्', 'अपने', 'abu', 'ko', 'भि', 'मर्दों', 'take', 'आउर्', 'धड़ेवाली', 'na', 'peda', 'करे']",yes
"['यह', 'गाना', 'क्यू', 'end', 'नही', 'ho', 'रहा', 'I', 'may', 'hate', 'these', 'सॉंग्स', 'like', 'मोह', 'मोह']",no
"['शादी', 'main', 'नचे', 'na', 'नचे', 'लेकिन', 'tum', 'लोगों', 'say', 'बहतर', 'है', 'wo', 'किया', 'कहते', 'hain', 'तुम्हारे', 'देश', 'ko', 'रपिस्तान', 'where', 'rape', 'is', 'एलोवेड', 'हाहाहा']",no
"['I', 'agree', 'वन', 'शिल्पशिंदे', 'said', 'अब', 'agar', 'मुझे', 'मा', 'kaha', 'तोह', 'tum', 'अपनी', 'मा', 'ko', 'गल्ली', 'दोगी', 'i', 'hate', 'tat', 'अर्शी', 'filth', 'khan']",yes
"['भै', 'नकली', 'सरदना', 'अब्बा', 'ni', 'wo', 'खला', 'है', 'terrorism', 'or', 'ye', 'कथमुल्ले', 'हालाला', 'कि', 'नज़याज', 'औलाद', 'पाकिस्तान', 'वाले', 'डोगिस']",no
"['News', 'reporter', 'वालो', 'ko', 'बात', 'करणा', 'नहि', 'एटा', 'jab', 'भि', 'वो', 'honest', 'prime', 'Minister', 'shree', 'नरेंद्र', 'मोडीजी', 'के', 'बारे', 'me', 'बात', 'करते', 'है', 'to', 'वो', 'log', 'सर्फ', 'मोड़ी', 'कहके', 'बात', 'करते', 'है', 'i', 'hate', 'this', 'type', 'log', 'खासकर', 'आजतक', 'vale']",yes
"['हिंदु', 'बाबाओ', 'दुवारा', 'अपनी', 'hi', 'bahan', 'बेटियों', 'के', 'rape', 'ko', 'हमारे', 'देश', 'के', 'धारम', 'के', 'ठेकेदार', 'कोंसे', 'jihad', 'के', 'naam', 'se', 'पुकारेंगे', 'महिला', 'कल्याण', 'jihad', 'ya', 'samaj', 'कल्याण', 'jihad', 'प्लीस', 'answer']",no
"['Tera', 'अब्बा', 'केटली', 'ka', 'bola', 'tha', 'भूल', 'ज्ञा', 'कि', 'rape', 'एक', 'छोटी', 'घटना', 'है', 'भूल', 'ज्ञा', 'क्या']",no
"['अमीश', 'is', 'मौलना', 'ko', 'बताओ', 'k', 'kanoon', 'किसी', 'भि', 'फैसले', 'ko', 'लगू', 'करने', 'k', 'लिए', 'जरुरी', 'है', 'अपराध', 'to', 'rape', 'भि', 'है', 'Par', 'अपराधी', 'ko', 'सजा', 'dene', 'k', 'लिए', 'है', 'kanoon']",no
"['हहा', 'rape', 'to', 'tera', 'हुआ', 'tha', 'मुगलो', 'ne', 'किया', 'tha', 'tab', 'Jake', 'Tu', 'मुल्ली', 'बनी', 'आउर्', 'रही', 'batt', 'rape', 'कि', 'to']",no
"['असपके', 'उधेर', 'to', 'rape', 'के', 'सस्त', 'बच्चा', 'बाजी', 'bahut', 'popular', 'है', 'पिक्टविटॉर्कमक1टीपीसी2एक्स']",no
"['आप', '1', 'इन्तहाई', 'तासू', 'पसन्द', 'आदमी', 'hain', 'कभी', 'south', 'k', 'नारे', 'मार', 'k', 'hate', 'फेलते', 'hain', 'कभी', 'ऐसे', 'टार्गेट्स', 'koi', 'jawab', 'नही']",yes
"['भै', 'सरक', 'ko', 'koi', 'hate', 'करे', 'to', 'तुम्हे', 'maza', 'आता', 'है', 'क्या']",no
"['Yah', 'सुबिधा', 'गाँव', 'me', 'नही', 'mil', 'रहा', 'है', 'ye', 'Sab', 'बकवास', 'कि', 'hate', 'है', 'हत्तस्पस्तस्तिस्तावप्तिशेंतस941704101062049792', '…']",no
"['आउर्', 'रहि', 'bat', 'safe', 'hone', 'k', 'na', 'to', 'उसपे', 'किसी', 'ne', 'koi', 'favor', 'नहि', 'किया', 'समझ', 'आय', 'Wo', 'jo', 'h', 'खुद', 'se', 'h', 'हीना', 'k', 'तरह', 'do', 'पेट्स', 'ले', 'खनि', 'छली', 'पूरे', 'season', 'me', 'na', 'hi', 'do', 'मुह', 'कि', 'बनी', 'कल', 'to', 'हीना', 'बडा', 'प्रियांक', 'ko', 'hate', 'उह', 'hate', 'उह', 'करि', 'बीटी', 'अखाड़े', 'me', 'प्रियांक', 'ko', 'cheer', 'करि', 'अब', 'उन्ही', 'पेट्स', 'ko', 'nominate']",no
"['अबे', 'लोरे', 'jab', 'तुम्हे', 'अपनी', 'he', 'मा', 'भैनों', 'ka', 'rape', 'कर', 'k', 'शरम', 'नही', 'aa', 'रोज', 'बीसी', 'कम', 'hone', 'k', 'बजाई', '4', 'गुणन', 'जायदा', 'ho', 'रहे', 'hain']",yes
"['बिग्ज़ास11', 'अर्शी', 'कितना', 'भि', 'galt', 'bole', 'शिल्प', 'k', 'लिए', 'hum', 'एसबी', 'ko', 'pata', 'h', 'wo', 'कैसी', 'h', 'i', 'hate', 'u', 'अर्शी', 'khan']",yes
"['तुम्हारे', 'to', 'terrorism', 'फैलने', 'आते', 'Hain', 'इण्डयन', 'army', '72', 'हूरों', 'se', 'mila', 'देती', 'उनको']",yes
"['गुजरत', 'election', 'कि', 'थरक', 'se', 'गिन्ति', 'करवाओ', 'to', 'एवं', 'hate', 'ga', 'हमारे', 'Chief', 'Election', 'Commissioner', 'श्री', 'धृतराष्ट्र', 'जोती', 'जि', 'ko', 'अज', 'के', 'विफर', 'चाहिए', 'jo', 'उनका', 'मार्ग', 'दर्शन', 'कर', 'सक्के', 'यह', 'मोड़ी', 'bhakti', 'उनको', 'ले', 'डुबी', 'है', 'हर्दिकप्टल', 'अल्पेष्ठकोर', 'जिग्नेशमेवाणी80', 'यादवाखिलेश', 'इंकिंडिया']",no
"['अर्शी', 'ne', 'hi', 'पेसा', 'डिया', 'hoga', 'एन्टरटाइनामटिराट', 'Ko', 'or', 'कलर्स', 'कोखुद', 'to', 'घार', 'me', 'शिल्पाजी', 'कि', 'इज्जत', 'उतारते', 'रहे', 'अब', 'सायद', 'पायस', 'देखे', 'bahar', 'वि', 'वोही', 'जारी', 'रक्खा', 'हेनहायत', 'hi', 'घटिया', 'लर्किहटे', 'her']",yes
"['भै', 'jab', 'टीके', 'आप', 'मोड़ी', 'जि', 'se', 'hate', 'करेंगे']",no
"['आप', 'कि', 'भै', 'ne', 'bahut', 'संकरी', 'he', 'na', 'Jo', 'बिहार', 'me', 'rape', 'नेही', 'किया', 'आउर्', 'बिहार', 'cabinet', 'se', 'निकाल', 'ज्ञेय', 'He', 'na', 'sir', 'कुच', 'बोलने', 'se', 'पहले', 'अपने', 'आप', 'ko', 'झांक', 'lo', 'sir', 'जि']",yes
"['शत्रुगणसिंह', 'Agar', 'आप', 'ko', 'लग्ता', 'है', 'कि', 'party', 'मै', 'आप', 'ka', 'सत्कार', 'नही', 'ho', 'रहा', 'है', 'to', 'आप', 'party', 'se', 'अलग', 'काहेको', 'नही', 'ho', 'hate', 'ho', 'Tum', 'गद्दर', 'ho']",no
"['Tum', 'care', 'करते', 'होते', 'तोह', 'samaj', 'जाते', 'के', 'पोर्किस्तान', 'कितना', 'जलील', 'है', 'Coz', 'Tum', 'अंधे', 'बांगे', 'ho', 'तुम्हे', 'दिखता', 'नही', 'के', 'पर्कियो', 'के', 'वजे', 'se', 'हर', 'जगा', 'terrorism', 'फैल', 'गया', 'है', 'अनपद', 'log', 'आउर्', 'हिजड़ा', 'देश']",yes
"['Din', 'ba', 'din', 'rape', 'बारह', 'Hain', 'तुम्हारी', 'इण्डिया', 'mein', 'सर्फ', 'टायलेट्स', 'na', 'hone', 'कि', 'वजा', 'सीगर', 'पैसे', 'नहीं', 'Hain', 'tou', 'human', 'बताओ', 'hum', 'चंदा', 'इक्कठा', 'केर', 'k', 'भैज', 'देते', 'Hain', 'सुना', 'है', 'तुम्हारे', 'mulk', 'mein', 'घुर्बत', 'बोहत', 'हैबुकी', 'नंगी', 'कोमिंका', 'गन्धी', 'nanga', 'रहा', 'कपरे', 'नसीब', 'है', 'होये', 'भेंचोड़', 'ko']",no
"['इस्को', 'सहे', 'निकाला', 'घार', 'se', 'इसके', 'कि', 'आवाम', 'ne', 'इण्डिया', 'hate', 'अर्शी', 'khan']",yes
"['भै', 'डिमाग', 'बिल्कुल', 'सत्का', 'हुआ', 'he', 'sale', 'हरमी', 'जरार', 'ka', 'language', 'to', 'देखो', 'mulla', 'ko', 'sex', 'एलावा', 'आउर्', 'कुछ', 'नहीं', 'दिखता', 'sale', 'एक', 'to', 'अभि', 'अभि', 'arrest', 'हुआ', 'he', 'मुर्गी', 'ko', 'rape', 'करते', 'hue']",no
"['भै', 'काया', 'choice', 'h', 'wha', 'इण्डिया', 'hate', 'अर्शी', 'khan', 'I', 'can', 'bet', 'जुटते', 'na', 'पर्रे', 'इसके', 'कहे', 'bahar', 'जाकी']",yes
"['I', 'hate', 'केजरीवाल', 'देश', 'कि', 'राजनीति', 'k', 'लिए', 'ठीक', 'नही', 'h']",yes
"['Ha', 'तेरे', 'वहा', 'to', 'बकरी', 'आउर्', 'मुर्गो', 'ka', 'rape', 'होता', 'h']",no
"['Investigation', 'के', 'naam', 'per', 'legal', 'terrorism', 'आउर्', 'legal', 'extortion', 'ka', 'business', 'chal', 'रहा', 'है']",yes
"['नफरत', 'कम', 'आउर्', 'प्यार', 'बढ़ते', 'रहोमेरी', 'जिमस']",no
"['अपने', 'national', 'anthem', 'ko', 'change', 'karo', 'and', 'यह', 'line', 'add', 'karo', '“चुटियो', 'जम्में', 'शबन', 'टेरिस्टो', 'Ka', 'यह', 'जहा”', 'terrorism', 'इतना', 'फेला', 'है', 'के', 'koi', 'company', 'पोर्किस्तान', 'मेई', 'आती', 'नही', 'सर्फ', 'terrorist', 'आते', 'है', 'ओसमा', 'जैसे']",yes
"['प्रियांक', 'कि', 'मोम', 'ko', 'भेज', 'नई', 'सकते', 'यार', 'hate', 'dis', 'show', 'बायस्ड', 'they', 'r', 'heartless', 'प्रि', 'कि', 'मोम', 'ko', 'भेजते', 'यार', 'गन्दगी', 'क्यू']",yes
"['पाकिस्तान', 'सर्फ', 'terrorism', 'hi', 'फैलना', 'जनता', 'h', 'उस्को', 'रिश्तों', 'कि', 'एहमियत', 'नही', 'samaj', 'आती', 'he', 'इसलिये', 'एक', 'मा', 'ko', 'बेते', 'se', 'gale', 'नही', 'मिलने', 'दिया']",no
"['मुझे', 'भि', 'लग्ता', 'हैअच्छा', 'हुआ', 'yr', 'येही', 'दोनो', 'हुए', 'hate', 'these', 'both']",yes
"['हा', 'यही', 'तोह', 'है', 'Tum', 'log', 'झूट', 'के', 'सहरे', 'जिन्दा', 'ho', 'अनपद', 'देश', 'terrorism', 'फेला', 'रहा', 'है', 'Jake', 'पोर्की', 'खा', 'के', 'पोर्की']",yes
"['Or', 'tab', 'maza', 'आयेगा', 'And', 'प्रियांक', 'ko', 'भि', 'सबक', 'मिलेगा', 'दोस्ति', 'मेई', 'गहदरी', 'ka', 'प्रियांक', 'must', 'be', 'out', 'for', 'sure', 'hate', 'you', 'प्रियांक', 'शर्म', 'and', 'विकास', 'tu', 'भि', 'जायेगा', 'हिनखान', 'बीबी11', 'बिग्ज़ास11']",no
"['Jo', 'सितम', 'उठकर', 'भि', 'पीछे', 'नही', 'hate', 'वही', 'लोकप्रिय', 'नेता', 'है']",no
"['ले', 'देख', 'kon', 'करता', 'है', 'rape', 'पिक्चविटॉर्योमाइक्सक89ख']",no
"['कूटे', 'अपनी', 'असली', 'जात', 'दिखाने', 'लगे', 'गुजरत', 'जीत', 'गाये', 'है', 'हिन्दुस्तान', 'कि', 'लडकियो', 'संभाल', 'k', 'रहना', 'in', 'लोगो', 'k', 'जीतने', 'guru', 'h', 'rape', 'murder', 'कसेस', 'mae', 'शमील', 'h', 'to', 'चेलो', 'ka', 'क्या', 'guru', 'jail', 'mae', 'चेले', 'गुरुओ', 'k', 'काम', 'ko', 'नही', 'छोडेगे', 'k', 'छोडेगे', 'bus', 'येही', 'hoga']",yes
"['अबे', 'hat', 'सली', 'झुट', 'बोल', 'बोलकर', 'कि', 'दिल', 'सफ', 'h', 'शिल्प', 'Ka', 'use', 'किया', 'खुद', 'flip', 'हुई', 'bitch', 'शिल्प', 'कि', 'एक', 'adat', 'एस्को', 'पसन्द', 'नही', 'आई', 'होगी', 'हुमे', 'Tu', 'पुरी', 'पसन्द', 'नही', 'आई', 'entertaining', 'खा', 'se', 'लग्ती', 'थि', 'तुजेल', 'ज', 'सली', 'तेरी', 'जगह', 'hi', 'wo', 'h', 'दसरो', 'प्र', 'कीचड़', 'उछला', 'Tu', 'खुद', 'है', 'we', 'hate', 'you', 'अर्शी', 'khan']",yes
"['आप', 'ne', 'hate', 'कि', 'सुरुआत', 'कि', 'हर', 'इंसान', 'mein', 'भार', 'चुका', 'h']",no
"['हा', 'भै', 'जाने', 'de', 'सर्फ', 'hand', 'shake', 'करणा', 'इनके', 'लिए', 'creepy', 'है', 'par', 'ration', 'card', 'के', 'naam', 'par', 'molestation', 'करणा', 'आउर्', 'निर्भय', 'के', 'rapist', 'ko', 'reward', 'देना', 'संकर', 'है', 'inn', 'जिहादियो', 'के', 'मुह', 'na', 'लगो', 'रपहलाला', 'यही', 'इंका', 'culture', 'है', 'करने', 'do', 'जितनी', 'मर्जी', 'उतनी', 'स्पैमिंग']",no
"['Are', 'ha', 'मुशर्रफ', 'ka', 'क्या', 'हल', 'है', 'सुना', 'है', 'उसकी', 'गांद', 'fat', 'गई', 'है', 'इसलिये', 'खुले', 'aam', 'wo', 'पाकिस्तानी', 'terrorism', 'ko', 'support', 'कर', 'रहा', 'है', 'हहाहा']",no
"['उगूड़', 'पीपलीयर', 'शरम', 'karo', 'इतना', 'dam', 'है', 'to', 'sare', 'up', 'se', 'sare', 'रपुस्त', 'ko', 'पकडो', 'or', 'एक', 'भि', 'rape', 'hone', 'se', 'रोको', 'मगर', 'नही', 'तुम्हे', 'soft', 'target', 'चाहिए']",yes
"['Koi', 'जरुरत', 'अज', 'भि', 'वही', 'king', 'है', 'सलमन', 'कि', 'हर', 'movie', 'बकवास', 'hoti', 'इलीके', 'him', 'but', 'hate', 'his', 'मूवीस']",yes
"['बात', 'to', 'एसे', 'कर', 'रहा', 'है', 'जैसे', 'rape', 'पे', 'case', 'नई', 'हुआ', 'आउर्', 'rapist', 'ko', 'तुमलोग', 'के', 'तरह', 'महम्मद', 'आउर्', 'अल्लाह', 'बना', 'दिया', 'Wah']",no
"['I', 'am', 'like', 'u', 'too', 'sab', 'hi', 'use', 'hate', 'करते', 'ha', 'अपना', 'captain', 'ha']",no
"['व्यापम', 'घोटाला', 'करते', 'वक्त', 'लज्जा', 'नही', 'आई', 'अब', 'निर्लजता', 'दिखा', 'रहे', 'देश', 'के', 'हर', 'मेघावी', 'चात्र', 'के', 'साठ', 'बलटकर', 'है', 'व्यापम', 'घोटाला', 'you', 'should', 'be', 'booked', 'for', 'rape']",yes
"['jo', 'हीना', 'ko', 'hate', 'करेगा', 'वो', 'to', 'बिचारा', 'वेसे', 'hi', 'game', 'k', 'bahar', 'है', 'लोल', 'एंहिनखान', 'बीबी11', 'बिग्ज़ास']",no
"['Vote', 'for', 'लुव', 'प्रियांक', 'ka', 'होगया', 'सफर', 'Bahut', 'खेलिया', 'He', 'हैट्स', 'हीना', 'na', 'so', 'we', 'hate', 'him', 'बीबी11']",no
"['अचा', 'chal', 'बेटीचोड़', 'तुझे', 'किसी', 'आउर्', 'site', 'ka', 'link', 'de', 'डीटा', 'hoon', 'सजा', 'गइ', 'भार', 'main', 'यही', 'banda', 'बहिर', 'aa', 'k', '10', 'आउर्', 'बचियों', 'ka', 'rape', 'करे', 'ka', 'यही', 'होता', 'है', 'तेरे', 'भरट', 'महान', 'main']",yes
"['महोदय', 'रमेश', 'हरिजन', 'बिन्दु', 'शर्म', 'के', 'साठ', 'rape', 'किया', 'tha', 'जिसका', 'court', 'se', 'फैसल', 'आना', 'है', 'रमेश', 'हरिजन', 'ne', 'उल्टा', 'बिन्दु', 'के', 'भै', 'par', 'case', 'किया', 'है', 'कि', 'mere', 'लडकी', 'ko', 'छेड़ा', 'है', 'महराजगंज', 'police', 'भि', 'रमेश', 'se', 'मिली', 'है', 'जिस्क', 'उचित', 'जच', 'कराई', 'पिक्टवित्तोल्कमैग्मक8डीलपी']",no
"['Aha', 'पाकिस्तान', 'ऐन', 'police', 'भि', 'rape', 'कर', 'ti', 'है']",no
"['सलमन', 'dont', 'hate', 'हीना', 'He', 'लिक्स', 'her', 'तभी', 'too', 'हीना', 'के', 'बीना', 'एक', 'भि', 'episode', 'पुरा', 'नहि', 'होता', 'एंहिनखान', 'बिग्ज़ास']",no
"['लोरे', 'sab', 'report', 'होता', 'है', 'यहा', 'यह', 'इण्डिया', 'नही', 'है', 'k', 'rape', 'karo', 'आउर्', 'मार', 'k', 'गार', 'do', 'यहा', 'बीसी', 'hum', 'बची', 'char', 'टैक', 'नही', 'सकते', 'वरना', 'police', 'हमारा', 'rape', 'कर', 'देते', 'hain', 'लोरे']",yes
"['But', 'i', 'hate', 'you', 'अर्शी', 'madam', 'प्रियांक', 'ne', 'आपके', 'बारे', 'me', 'कितना', 'कुच', 'bola', 'but', 'use', 'अपना', 'फ्रंड', 'बना', 'लिया', 'आउर्', 'बाकी', 'ne', 'उतना', 'to', 'कुच', 'नही', 'किया', 'to', 'use', 'लटका', 'दिया']",yes
"['अब', 'tu', 'बता', 'के', 'na', 'मार्ड', 'पाकिस्तानियों', 'ko', 'जानवर', 'आउर्', 'आउर्', 'चोटे', 'बच्चे', 'इतने', 'कू', 'पसन्द', 'है', 'पाकिस्तान', 'mein', 'hi', 'नही', 'बालकी', 'उक', 'and', 'सौदी', 'mein', 'भि', 'animal', 'rape', 'किया', 'हहा']",no
"['अबे', 'अपने', 'इण्डयन', 'media', 'say', 'बहिर', 'आ', 'बेटीचोड़', 'लानात', 'है', 'ऐसे', 'Fir', 'pay', 'जिस', 'k', 'bad', 'भि', 'हर', 'साल', 'हजारों', 'rape', 'ho', 'जाते', 'hain', 'इण्डिया', 'main']",yes
"['भोसड़ी', 'k', 'यह', 'इण्डिया', 'नही', 'है', 'jo', 'छोडो', 'आउर्', '10', 'रुपय', 'de', 'k', 'छूट', 'है', 'agar', 'वहा', 'police', 'कि', 'koi', 'औकात', 'hoti', 'tou', 'साल', 'ka', 'लाख', 'rape', 'नही', 'होता']",yes
"['Sex', 'ka', 'भूका', 'kon', 'है', 'wo', 'tou', 'दुन्य', 'जानती', 'है', 'बीसी', 'हजारों', 'बचियाँ', 'रोज', 'कि', 'rape', 'करते', 'hoon', 'हर', 'दोसरी', 'gali', 'main', 'रंदी', 'खाना', 'कोल', 'k', 'रखा', 'है', 'फिर', 'एटनी', 'आग', 'है', 'k', 'rape', 'भि', 'करते', 'ho']",no
"['अबे', 'भोसडे', '10', 'साल', 'कि', 'बची', 'ko', 'pregnant', 'करने', 'say', 'अचा', 'है', 'जानवर', 'he', 'चोड', 'लौ', 'Tum', 'log', 'भि', 'अपने', 'मा', 'भैनों', 'ko', 'ka', 'rape', 'चोरो', 'आउर्', 'जंवरूँ', 'pay', 'गर्मी', 'निकालो', 'अपनी', 'शयद', 'इण्डिया', 'कि', 'रेल', 'rating', 'कम', 'ho', 'जै']",yes
"['to', 'baba', 'के', 'pass', 'किन्यु', 'ज्ञी', 'थि', 'jo', 'baba', '100', 'se', 'ज्यादा', 'लडकियो', 'ko', 'rape', 'कर', 'चुके', 'h']",no
"['हहा', 'निकाल', 'report', 'मदर', 'कबोद', 'अपनी', 'रिपोर्ट्स', 'भि', 'निकाल', 'ले', 'पाकिस्तानी', 'किदे', 'सर्फ', 'इण्डिया', 'ka', 'rape', 'issue', 'आउर्', 'टट्टी', 'दिखती', 'है', 'इसके', 'अलवा', 'tum', 'गन्दुई', 'आउर्', 'किसी', 'लायक', 'नही']",no
"['होते', 'है', 'पाकिस्तान', 'mein', 'कभी', 'साला', 'पुरा', 'गाँव', 'rape', 'करता', 'है', 'एक', 'लडकी', 'ka', 'कभी', 'koi', 'Tum', 'सालो', 'जानवारो', 'ko', 'भि', 'नही', 'बक्षते', 'हाहाह', 'sale', 'कटुए', 'तरकी']",yes
"['अचा', 'उसपे', 'साल', 'k', 'हजाओं', 'rape', 'ho', 'जाते', 'hain']",no
"['नही', 'भोसड़ी', 'वालूँ', 'गर्मी', 'तुम्हारे', 'अंदर', 'भारी', 'है', 'अभि', 'इसी', 'साल', 'report', 'main', '55000', 'bandi', 'rape', 'hue', 'है', 'इण्डिया', 'main', 'वरना', 'असल', 'main', 'tou', '155000', 'rape', 'हुएहों', 'ge']",no
"['चटिये', 'भोसराय', 'यह', 'इण्डिया', 'नही', 'है', 'यहा', 'किसी', 'लार्की', 'ko', 'चेर', 'भि', 'do', 'tou', 'police', 'गंद', 'फार', 'देते', 'है', 'तेरे', 'इण्डिया', 'main', 'tou', 'हजार', 'rape', 'k', 'bad', 'भि', 'log', 'खुले', 'ghoom', 'रहे', 'होते', 'hain']",yes
"['मदर', 'जाट', 'ye', 'कण्ड', 'तेरे', 'देश', 'mein', 'होते', 'है', 'बहनो', 'se', 'शादी', 'करके', 'rape', 'आउर्', 'fir', 'talak', 'ज', 'be', 'भौसडिके', 'गुगल', 'कर', 'क्या', 'pata', 'तेरे', 'बाप', 'ne', 'भि', 'अपनी', 'behen', 'se', 'शादी', 'कि', 'ho', 'आउर्', 'तेरे', 'जैसा', 'na', 'जायज', 'aa', 'गया']",no
"['नही', 'चटिये', 'पाकिस्तान', 'top', '20', 'main', 'भि', 'नही', 'है', 'but', 'इण्डिया', '3आरडी', 'rapist', 'country', 'है', 'world', 'main', 'आउर्', 'इसी', 'तरह', 'तुम्हारी', 'लारकियों', 'k', 'rape', 'होते', 'रहे', 'tou', '1स्ट', 'rank', 'main', 'जायदा', 'डायर', 'नही']",no
"['संता', 'अज', 'हम', 'sab', 'बीना', 'ज्ञान', 'के', 'नशा', 'के', 'shikar', 'ho', 'रहे', 'h', 'आउर्', 'महान', 'काष्ठ', 'भोगते', 'h', 'आपनाशा', 'कि', 'Lat', 'se', 'hate', 'करिंचत्टब्टवैट्वाइजवविटिसल्स', 'पिक्टविटॉर्कमक्स3सैस19']",no
"['तुम्हारे', 'हिंदु', 'baba', 'ne', 'तुम्हारी', 'हजारो', 'bahan', 'बेटियों', 'ka', 'rape', 'किया', 'है', 'अज', 'उस्को', 'जलने', 'के', 'लिए', 'koi', 'नही', 'आय', 'क्या', 'यही', 'हिन्दुत्व', 'है', 'डोगल', 'log', 'डोगला', 'धारम']",no
"['नफरत', 'कि', 'Market', 'Mein', 'मोहब्बत', 'बेचते', 'Hain']",no
"['I', 'hate', 'love', 'प्रि', 'दोनो', 'ko', 'vote', 'mat', 'क्रो', 'हीना', 'ko', 'hi', 'target', 'कर', 'rah', 'h', 'क्या', 'दोस्ति', 'निभायी', 'h', 'दोनो', 'ne']",yes
"['एन्टरटेन्टेन्टीर्मक्वास', 'शोहटे', 'all', 'of', 'उबद्दुव', 'आप', 'Sab', 'के', 'लिए']",yes
"['बिहार', 'mein', '90', 'के', 'दसक', 'mein', 'जंगल', 'राज', 'भि', 'हुआ', 'करता', 'tha', 'अपहारण', 'loot', 'murder', 'रेप्स', 'where', 'being', 'कमिटड', 'by', 'उनकी', 'भि', 'जातिया', 'बताओ', 'do', 'फर्जी', 'doctor']",no
"['Jab', 'तक', 'na', 'पाक', 'ka', 'पूर्ण', 'विध्वंश', 'नही', 'hoga', 'terrorism', 'खत्म', 'नही', 'hoga']",no
"['अबे', 'incognito', 'naam', 'के', 'पीछे', 'चुपे', 'जिहादी', 'कुतते', 'यह', 'स्पैमिंग', 'band', 'कर', 'ration', 'card', 'के', 'naam', 'par', 'rape', 'करणा', 'आउर्', 'निर्भय', 'rapist', 'ko', 'appeasement', 'के', 'लिए', '10के', 'आरएस', 'आउर्', 'sewing', 'machine', 'देना', 'यह', 'है', 'तुम्हारी', 'आर्टो', 'के', 'प्रति', 'इज्जत']",no
"['क्यू', 'बहोत', 'se', 'पाकिस्तानी', 'आउर्', 'इण्डयन', 'एक', 'दसरे', 'नफरत', 'करते', 'है', 'So', 'much', 'hate', 'on', 'my', 'तल', 'koi', 'answer', 'do']",yes
"['ye', 'to', 'कुरान', 'ka', 'rape', 'है']",no
"['भाईजान', 'I', 'dont', 'like', 'this', 'post', 'ye', 'new', 'year', 'होता', 'to', 'theek', 'tha', 'but', 'ye', 'त्योहार', 'hum', 'मुसलमानों', 'ka', 'नही', 'है', 'I', 'hate', 'this', 'post', 'please', 'delete', 'and', 'अल्लाह', 'se', 'तौबा', 'karo']",no
"['I', 'hate', 'prince', 'the', 'most', 'कही', 'दिख', 'गया', 'to', 'जूती', 'मार', 'मार', 'के', 'उसका', 'सदा', 'हुआ', 'मुह', 'खरब', 'कर्दूंग', 'जिस', 'मुह', 'se', 'harr', 'लडकी', 'ko', 'kiss', 'डेटा', 'फिरता', 'h']",yes
"['कटुई', 'ye', 'है', 'असली', '9', 'साल', 'कि', 'बच्ची', 'se', 'rape', 'करने', 'wale', 'k', 'चमचे', 'दसरो', 'ko', 'एसा', 'नही', 'बोलते', 'पिक्टविटरकंप4नर्स9सीजीएम']",yes
"['मैने', 'कब', 'hate', 'किया', 'Main', 'to', 'ye', 'बोल', 'रही', 'होन', 'कि', 'उनकी', 'वजह', 'se', 'सारा', 'time', 'tag', 'main', 'निकाल', 'जाता', 'है', 'ऐसा', 'ho', 'गया', 'to', 'main', 'to', 'चिआन', 'se', 'अपनी', 'life', 'जी', 'सकूगी', 'na']",no
